registry_id,state,navy,asset_name,ship_prefix,hull_number,designation,class_name,category,subtype,propulsion,commission_date,date_precision,decommission_date,status_1947,status_1985,final_disposition,full_load_tonnes,submerged_displacement_tonnes,standard_crew,standard_air_group,primary_armament_or_payload,principal_role,construction_origin,predecessor_designation,canon_status,source_basis,notes
GER-00252,Germany,Kriegsmarine,U-748,KMS,U-748,KMS U-748,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00253,Germany,Kriegsmarine,U-749,KMS,U-749,KMS U-749,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00254,Germany,Kriegsmarine,U-750,KMS,U-750,KMS U-750,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00255,Germany,Kriegsmarine,U-751,KMS,U-751,KMS U-751,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00256,Germany,Kriegsmarine,U-752,KMS,U-752,KMS U-752,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00257,Germany,Kriegsmarine,U-753,KMS,U-753,KMS U-753,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00258,Germany,Kriegsmarine,U-754,KMS,U-754,KMS U-754,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00259,Germany,Kriegsmarine,U-755,KMS,U-755,KMS U-755,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00260,Germany,Kriegsmarine,U-756,KMS,U-756,KMS U-756,Type XXI,SSK,Elektroboot ocean attack submarine,Diesel-electric with high-capacity batteries; two shafts,1947,year,1959,Operational,Decommissioned,Retired or disposed; exact fate open,1621,2100,57,,Six 533 mm bow torpedo tubes; 23 torpedoes; 20 mm antiaircraft guns,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00387,Germany,Kriegsmarine,U-883,KMS,U-883,KMS U-883,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1955,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00388,Germany,Kriegsmarine,U-884,KMS,U-884,KMS U-884,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1955,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00389,Germany,Kriegsmarine,U-885,KMS,U-885,KMS U-885,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1955,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00390,Germany,Kriegsmarine,U-886,KMS,U-886,KMS U-886,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1955,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00391,Germany,Kriegsmarine,U-887,KMS,U-887,KMS U-887,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00392,Germany,Kriegsmarine,U-888,KMS,U-888,KMS U-888,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00393,Germany,Kriegsmarine,U-889,KMS,U-889,KMS U-889,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00394,Germany,Kriegsmarine,U-890,KMS,U-890,KMS U-890,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00395,Germany,Kriegsmarine,U-891,KMS,U-891,KMS U-891,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00396,Germany,Kriegsmarine,U-892,KMS,U-892,KMS U-892,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1956,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00397,Germany,Kriegsmarine,U-893,KMS,U-893,KMS U-893,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00398,Germany,Kriegsmarine,U-894,KMS,U-894,KMS U-894,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00399,Germany,Kriegsmarine,U-895,KMS,U-895,KMS U-895,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00400,Germany,Kriegsmarine,U-896,KMS,U-896,KMS U-896,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00401,Germany,Kriegsmarine,U-897,KMS,U-897,KMS U-897,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00402,Germany,Kriegsmarine,U-898,KMS,U-898,KMS U-898,Type XXIII,SSK,Elektroboot coastal attack submarine,Diesel-electric with high-capacity batteries; one shaft,1947,year,1957,Operational,Decommissioned,Retired or disposed; exact fate open,234,260,14,,Two 533 mm bow torpedo tubes; two torpedoes,Coastal attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-01444,Germany,Kriegsmarine,U-649,KMS,U-649,KMS U-649,Type XX transport,Transport submarine,Cargo submarine,Diesel-electric; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1800,2100,48,,Unarmed transport fit; 280 tonnes of high-priority cargo,Covert strategic transport and precursor to Type XXVIII,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XX transport characteristics,"Working completion of the wartime Type XX transport concept. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-01445,Germany,Kriegsmarine,U-650,KMS,U-650,KMS U-650,Type XX transport,Transport submarine,Cargo submarine,Diesel-electric; two shafts,1947,year,1975,Operational,Decommissioned,"Postwar retirement, conversion, transfer, or scrapping; exact alternate fate open",1800,2100,48,,Unarmed transport fit; 280 tonnes of high-priority cargo,Covert strategic transport and precursor to Type XXVIII,Germany,,Extrapolated hull,Naval transcript § 1947 armistice ledger; historical Type XX transport characteristics,"Working completion of the wartime Type XX transport concept. Class allocation, survival, and retirement date are setting extrapolations; design and service designation are historically grounded."
GER-00006,Germany,Kriegsmarine,Großdeutschland,KMS,,KMS Großdeutschland,H-39,Battleship,,Steam turbine,1948,year,1974,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,67000,,,,Eight 406 mm guns,Plan Z heavy capital ship,Germany,,Explicit canon,Naval transcript § German battleship lineage,
GER-00025,Germany,Kriegsmarine,,KMS,Z-49,KMS Z-49,Typ 1944 destroyer,Destroyer,,Steam turbine,1948,year,1964,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,3900,,,,,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00026,Germany,Kriegsmarine,,KMS,Z-50,KMS Z-50,Typ 1944 destroyer,Destroyer,,Steam turbine,1948,year,1965,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,3900,,,,,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00027,Germany,Kriegsmarine,,KMS,Z-51,KMS Z-51,Typ 1944 destroyer,Destroyer,,Steam turbine,1948,year,1965,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,3900,,,,,Late-war gun and torpedo destroyer,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00261,Germany,Kriegsmarine,,KMS,U-757,KMS U-757,Type XXI,SSK,,Diesel-electric,1948,year,1960,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2100,,,,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00262,Germany,Kriegsmarine,,KMS,U-758,KMS U-758,Type XXI,SSK,,Diesel-electric,1948,year,1960,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2100,,,,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00263,Germany,Kriegsmarine,,KMS,U-759,KMS U-759,Type XXI,SSK,,Diesel-electric,1948,year,1960,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2100,,,,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00264,Germany,Kriegsmarine,,KMS,U-760,KMS U-760,Type XXI,SSK,,Diesel-electric,1948,year,1960,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2100,,,,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
GER-00265,Germany,Kriegsmarine,,KMS,U-761,KMS U-761,Type XXI,SSK,,Diesel-electric,1948,year,1960,Not yet commissioned,Decommissioned,Retired or disposed; exact fate open,,2100,,,,High-submerged-speed ocean attack,Germany,,Extrapolated hull,Naval transcript; class lineage and force table,
